archivo,real,predicho,score_abajo,score_adelante,score_arriba,score_derecha,score_empezar,score_explora,score_izquierda,score_para,score_repetir,score_reversa
abajo_11.wav,abajo,abajo,0.02982153294793191,0.06746397598915463,0.6210543730171453,0.11507751085095913,3.0793969440426534,3.842433491231312,2.330698925290753,0.10439340145325342,0.11645903458025589,4.956231657669976
abajo_12.wav,abajo,abajo,0.01312775530144068,0.03284496884972053,0.10262481818147946,0.040217705717890836,1.5892321473791993,2.058086295464637,1.2819713027214854,0.023618938823219655,0.04538584788042972,2.621373269372502
abajo_13.wav,abajo,abajo,0.032462156393965456,0.06594712051580039,0.25881632278294664,0.08297446377287639,5.822168697939022,6.202264844446229,4.175226122926008,0.062169949421909856,0.09675064492872217,7.046447225840974
abajo_14.wav,abajo,abajo,0.02777876350255318,0.06281073581442279,0.3734691868664898,0.08672576924280807,2.2450815397971216,2.7768828070004288,1.9253379062941596,0.1166662944447825,0.08443101826715359,3.3749965275227667
abajo_15.wav,abajo,abajo,0.030508486371244672,0.0652635636504945,0.2777349150797311,0.09532109133564462,3.786952632663239,3.9094354821056414,2.7206648976682275,0.09802997590375438,0.07059251647005804,4.3217789775169395
adelante_11.wav,adelante,adelante,0.07395960747814437,0.05092860407476678,0.20575933239383776,0.11541068729185529,4.8236949496262485,4.437533650038869,3.850004494945472,0.05771727895783542,0.0669428053452002,4.751883962111122
adelante_12.wav,adelante,adelante,0.04438685845401328,0.03139333952058794,0.057509933394206694,0.0722303551086762,4.23592279557279,3.8546978779128938,3.0308054555167376,0.045479064206497104,0.05093995631556545,3.7892004324523696
adelante_13.wav,adelante,adelante,0.060247247889272576,0.03741736692701494,0.17854642669780524,0.05462952102481336,1.642297064780276,1.4301140489081887,1.1780538135378322,0.048148166524993645,0.05329112376141259,1.3764674458350041
adelante_14.wav,adelante,repetir,0.10042840962616108,0.11070866373846451,0.18826996414627584,0.327379585853806,8.696121213537273,7.511794446249502,6.776218832529214,0.13864239438327336,0.09219051460935078,6.8706553545499505
adelante_15.wav,adelante,adelante,0.03036441654176798,0.0287437541404408,0.11731747816757766,0.03542016078679811,1.1608503612559553,1.1948507515117506,0.8568546246692375,0.03697768058497885,0.050647209671998476,1.3144405035840243
arriba_11.wav,arriba,arriba,0.09657043040263123,0.10584370151996111,0.06399559087703267,0.1051514081236189,14.61340932340642,9.813475749102968,6.792611147302316,0.14423377120544675,0.1466777694147641,5.1389758642817265
arriba_12.wav,arriba,arriba,0.04438540809580564,0.07830681701713862,0.04374805755598664,0.05447314394926746,8.561037848146954,5.779310983301655,4.2398524027574105,0.07576781512146705,0.15879601363731544,2.8239099595833874
arriba_13.wav,arriba,arriba,0.06280203741437622,0.08971260560775741,0.058934741850881454,0.06354899698087482,6.186441604587496,4.612545043643051,3.9388266706780533,0.11178877361494008,0.20658026004340627,2.885616156140022
arriba_14.wav,arriba,arriba,0.08047120976758963,0.11161216358052128,0.07333392294205657,0.08358680947653568,12.61130503473264,10.11966492693048,8.59407604386898,0.07599585496392892,0.2580964155366367,6.723265505306584
