archivo,real,predicho,score_abajo,score_adelante,score_arriba,score_derecha,score_empezar,score_explora,score_izquierda,score_para,score_repetir,score_reversa
abajo_11.wav,abajo,abajo,0.02982153294793191,0.06746397598915463,0.5988968000879498,0.09549933357345512,3.0792777959307736,3.842433491231312,2.330698925290753,0.10439340145325342,0.11645903458025589,4.8685137486886
abajo_12.wav,abajo,abajo,0.01312775530144068,0.03267311089417966,0.08993523178588117,0.029402456393152608,1.5892321473791993,2.058086295464637,1.2819713027214854,0.023618938823219655,0.04538584788042972,2.5087336356077485
abajo_13.wav,abajo,abajo,0.032462156393965456,0.06594712051580039,0.24194701672896604,0.06508783163563614,5.822168697939022,6.202264844446229,4.175226122926008,0.06176547401181353,0.09672796647432214,7.004237590479695
abajo_14.wav,abajo,abajo,0.02777876350255318,0.06281073581442279,0.3607724648198566,0.07058002026765856,2.2450815397971216,2.7768828070004288,1.9253379062941596,0.1166662944447825,0.08443101826715359,3.3079633496798224
abajo_15.wav,abajo,abajo,0.030508486371244672,0.0652635636504945,0.2728985557263896,0.0666180442292567,3.786952632663239,3.9094354821056414,2.7206648976682275,0.09802997590375438,0.07059251647005804,4.293761742378159
adelante_11.wav,adelante,adelante,0.07395960747814437,0.04763068226345914,0.1971752336576077,0.0855447825795989,4.8236949496262485,4.437533650038869,3.850004494945472,0.05771727895783542,0.06588176335223206,4.751883962111122
adelante_12.wav,adelante,adelante,0.04438685845401328,0.03139333952058794,0.05014850731573184,0.04637115092758507,4.23592279557279,3.8546978779128938,3.0308054555167376,0.04482022567066902,0.04974573777317741,3.740986003598308
adelante_13.wav,adelante,adelante,0.060247247889272576,0.037178851233825916,0.1775967257975944,0.047234761393996676,1.6422854171598504,1.4301140489081887,1.1780538135378322,0.048148166524993645,0.05328473185299305,1.3724467070545296
adelante_14.wav,adelante,repetir,0.10042840962616108,0.11070866373846451,0.18544031721303975,0.19858452178287753,8.696121213537273,7.511794446249502,6.776218832529214,0.1382807723414295,0.09219051460935078,6.8706553545499505
adelante_15.wav,adelante,adelante,0.03036441654176798,0.027846459679842447,0.11579656355477307,0.028363224773637827,1.1608503612559553,1.1948507515117506,0.8568546246692375,0.0368706457340533,0.05028098965428467,1.29691556033476
